RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31
395194,36,"Virginia Beach, VA",Msa,VA,100.0,104.0,97.0,89.0,87.0,86.0,82.0,78.0,80.0,86.0,91.0,96.0,97.0,96.0,93.0,86.0,78.0,71.0,70.0,73.0,76.0,79.0,84.0,97.0,100.0,105.0,101.0,108.0,106.0,108.0,104.0,98.0
394902,37,"Nashville, TN",Msa,TN,46.0,44.0,39.0,34.0,33.0,35.0,36.0,38.0,40.0,43.0,45.0,50.0,56.0,58.0,53.0,48.0,43.0,43.0,48.0,51.0,56.0,59.0,63.0,68.0,68.0,67.0,64.0,59.0,56.0,52.0,52.0,55.0
395005,38,"Providence, RI",Msa,RI,69.0,68.0,64.0,56.0,48.0,42.0,41.0,45.0,53.0,55.0,61.0,63.0,70.0,74.0,70.0,63.0,53.0,51.0,50.0,52.0,52.0,54.0,56.0,61.0,67.0,67.0,63.0,56.0,50.0,45.0,43.0,37.0
394862,39,"Milwaukee, WI",Msa,WI,61.0,58.0,50.0,41.0,36.0,32.0,31.0,30.0,31.0,32.0,39.0,46.0,49.0,46.0,43.0,48.0,51.0,54.0,51.0,51.0,50.0,53.0,57.0,64.0,71.0,80.0,76.0,65.0,52.0,50.0,48.0,47.0
394714,40,"Jacksonville, FL",Msa,FL,70.0,65.0,62.0,58.0,56.0,55.0,54.0,55.0,57.0,60.0,63.0,65.0,68.0,69.0,68.0,66.0,61.0,58.0,54.0,53.0,55.0,56.0,57.0,58.0,61.0,61.0,56.0,51.0,48.0,50.0,49.0,47.0
394849,41,"Memphis, TN",Msa,TN,66.0,67.0,65.0,53.0,49.0,43.0,46.0,45.0,49.0,49.0,55.0,57.0,67.0,64.0,62.0,50.0,42.0,35.0,34.0,37.0,40.0,42.0,44.0,49.0,51.0,51.0,46.0,38.0,33.0,29.0,32.0,31.0
394935,42,"Oklahoma City, OK",Msa,OK,68.0,69.0,65.0,60.0,59.0,62.0,56.0,57.0,60.0,63.0,66.0,70.0,75.0,78.0,77.0,72.0,64.0,56.0,54.0,52.0,54.0,56.0,59.0,65.0,68.0,68.0,63.0,57.0,53.0,50.0,48.0,47.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,59.0,59.0,49.0,41.0,36.0,35.0,35.0,34.0,36.0,38.0,41.0,50.0,56.0,61.0,54.0,48.0,43.0,39.0,38.0,37.0,40.0,41.0,46.0,50.0,58.0,60.0,53.0,44.0,38.0,37.0,34.0,32.0
394669,44,"Hartford, CT",Msa,CT,105.0,95.0,87.0,67.0,56.0,46.0,47.0,50.0,54.0,59.0,61.0,71.0,79.0,81.0,73.0,60.0,52.0,47.0,48.0,50.0,54.0,56.0,61.0,68.0,76.0,79.0,70.0,58.0,49.0,45.0,41.0,35.0
395022,45,"Richmond, VA",Msa,VA,68.0,63.0,48.0,35.0,34.0,34.0,38.0,39.0,43.0,45.0,50.0,52.0,55.0,54.0,50.0,43.0,36.0,34.0,36.0,40.0,42.0,45.0,46.0,54.0,56.0,55.0,43.0,34.0,30.0,31.0,31.0,28.0
394910,46,"New Orleans, LA",Msa,LA,78.0,80.0,75.0,71.0,67.0,68.0,67.0,67.0,64.0,65.0,65.0,69.0,76.0,77.0,77.0,71.0,68.0,59.0,57.0,56.0,61.0,61.0,64.0,70.0,80.0,83.0,77.0,69.0,63.0,62.0,63.0,62.0
394425,47,"Buffalo, NY",Msa,NY,64.0,66.0,58.0,46.0,37.0,33.0,32.0,33.0,37.0,41.0,47.0,51.0,57.0,61.0,60.0,52.0,43.0,36.0,37.0,38.0,40.0,41.0,44.0,51.0,59.0,62.0,56.0,53.0,48.0,44.0,35.0,30.0
395012,48,"Raleigh, NC",Msa,NC,46.0,42.0,35.0,28.0,26.0,25.0,26.0,29.0,31.0,33.0,33.0,37.0,39.0,39.0,35.0,31.0,28.0,30.0,32.0,33.0,33.0,35.0,37.0,41.0,42.0,40.0,33.0,27.0,25.0,26.0,26.0,24.0
394388,49,"Birmingham, AL",Msa,AL,79.0,74.0,67.0,56.0,49.0,47.0,45.0,47.0,49.0,52.0,54.0,57.0,62.0,63.0,57.0,50.0,45.0,43.0,42.0,43.0,46.0,49.0,52.0,56.0,58.0,57.0,51.0,44.0,39.0,40.0,41.0,40.0
395053,50,"Salt Lake City, UT",Msa,UT,45.0,41.0,34.0,24.0,23.0,21.0,24.0,25.0,27.0,29.0,33.0,39.0,45.0,46.0,41.0,34.0,28.0,26.0,27.0,33.0,34.0,35.0,36.0,41.0,43.0,40.0,33.0,27.0,22.0,25.0,23.0,21.0
395031,51,"Rochester, NY",Msa,NY,71.0,67.0,61.0,49.0,43.0,36.0,36.0,38.0,43.0,46.0,50.0,56.0,61.0,62.0,55.0,45.0,37.0,33.0,32.0,36.0,38.0,42.0,45.0,52.0,55.0,54.0,46.0,43.0,41.0,38.0,33.0,31.0
394640,52,"Grand Rapids, MI",Msa,MI,47.0,47.0,41.0,34.0,28.0,24.0,22.0,24.0,29.0,32.0,34.0,35.0,37.0,43.0,41.0,37.0,28.0,26.0,26.0,29.0,33.0,37.0,40.0,44.0,52.0,55.0,49.0,40.0,33.0,33.0,28.0,26.0
395167,53,"Tucson, AZ",Msa,AZ,61.0,60.0,57.0,52.0,48.0,46.0,44.0,43.0,41.0,41.0,41.0,44.0,48.0,52.0,53.0,49.0,47.0,43.0,44.0,43.0,42.0,41.0,39.0,41.0,43.0,43.0,39.0,36.0,36.0,37.0,36.0,31.0
395169,55,"Tulsa, OK",Msa,OK,89.0,88.0,82.0,76.0,72.0,67.0,65.0,65.0,69.0,71.0,76.0,84.0,89.0,90.0,83.0,78.0,77.0,75.0,72.0,66.0,65.0,64.0,65.0,69.0,72.0,72.0,66.0,62.0,58.0,54.0,51.0,48.0
394619,56,"Fresno, CA",Msa,CA,42.0,40.0,37.0,33.0,32.0,31.0,33.0,33.0,34.0,35.0,43.0,48.0,55.0,55.0,52.0,45.0,39.0,38.0,41.0,44.0,45.0,43.0,47.0,51.0,54.0,53.0,45.0,43.0,40.0,45.0,43.0,38.0
395238,57,"Worcester, MA",Msa,MA,58.0,56.0,52.0,41.0,32.0,28.0,27.0,31.0,34.0,38.0,42.0,54.0,58.0,61.0,53.0,45.0,35.0,30.0,31.0,33.0,35.0,38.0,42.0,45.0,50.0,50.0,44.0,36.0,30.0,30.0,29.0,28.0
394415,58,"Stamford, CT",Msa,CT,119.0,100.0,101.0,78.0,64.0,59.0,61.0,66.0,69.0,74.0,80.0,87.0,90.0,89.0,81.0,75.0,67.0,67.0,69.0,76.0,80.0,85.0,88.0,102.0,109.0,105.0,89.0,80.0,79.0,76.0,67.0,56.0
394312,59,"Albuquerque, NM",Msa,NM,73.0,73.0,67.0,57.0,47.0,41.0,42.0,45.0,49.0,52.0,55.0,59.0,64.0,63.0,58.0,51.0,45.0,42.0,40.0,41.0,42.0,42.0,45.0,48.0,51.0,49.0,43.0,34.0,30.0,30.0,29.0,28.0
394308,60,"Albany, NY",Msa,NY,92.0,92.0,84.0,75.0,63.0,54.0,51.0,53.0,56.0,61.0,69.0,75.0,81.0,84.0,83.0,75.0,62.0,54.0,50.0,50.0,52.0,58.0,63.0,73.0,80.0,82.0,74.0,68.0,61.0,"","",""
394938,61,"Omaha, NE",Msa,NE,59.0,51.0,37.0,33.0,33.0,35.0,34.0,37.0,40.0,40.0,39.0,42.0,53.0,63.0,60.0,51.0,42.0,38.0,36.0,35.0,36.0,40.0,45.0,51.0,57.0,60.0,55.0,44.0,37.0,38.0,39.0,37.0
394908,62,"New Haven, CT",Msa,CT,93.0,80.0,93.0,75.0,60.0,52.0,50.0,54.0,59.0,65.0,67.0,72.0,75.0,77.0,72.0,64.0,54.0,50.0,50.0,53.0,56.0,57.0,61.0,68.0,74.0,76.0,63.0,53.0,47.0,45.0,44.0,36.0
394357,63,"Bakersfield, CA",Msa,CA,75.0,70.0,62.0,54.0,49.0,47.0,46.0,47.0,47.0,50.0,54.0,60.0,63.0,62.0,65.0,62.0,59.0,62.0,64.0,64.0,54.0,55.0,63.0,67.0,78.0,79.0,80.0,69.0,65.0,62.0,65.0,57.0
394753,64,"Knoxville, TN",Msa,TN,79.0,79.0,71.0,63.0,57.0,52.0,49.0,49.0,51.0,53.0,55.0,59.0,64.0,66.0,60.0,56.0,49.0,47.0,43.0,45.0,46.0,48.0,49.0,53.0,57.0,58.0,52.0,44.0,42.0,43.0,45.0,42.0
394653,65,"Greenville, SC",Msa,SC,63.0,64.0,59.0,51.0,44.0,39.0,38.0,39.0,42.0,46.0,50.0,56.0,61.0,62.0,58.0,53.0,48.0,46.0,46.0,48.0,49.0,52.0,54.0,60.0,62.0,64.0,56.0,49.0,45.0,47.0,47.0,46.0
394952,66,"Ventura, CA",Msa,CA,49.0,46.0,40.0,35.0,34.0,35.0,36.0,39.0,43.0,46.0,51.0,54.0,58.0,60.0,58.0,53.0,45.0,43.0,42.0,45.0,48.0,50.0,51.0,53.0,54.0,51.0,45.0,38.0,38.0,40.0,41.0,38.0
394318,67,"Allentown, PA",Msa,PA,87.0,92.0,86.0,85.0,70.0,71.0,69.0,75.0,78.0,77.0,82.0,91.0,90.0,95.0,93.0,97.0,88.0,77.0,73.0,77.0,82.0,89.0,90.0,97.0,103.0,111.0,103.0,95.0,80.0,74.0,62.0,56.0
394561,68,"El Paso, TX",Msa,TX,105.0,98.0,96.0,95.0,90.0,89.0,80.0,79.0,78.0,80.0,80.0,84.0,"","","","","","","","",89.0,87.0,"","","","","",102.0,91.0,"",79.0,""
394367,69,"Baton Rouge, LA",Msa,LA,71.0,77.0,68.0,70.0,75.0,80.0,68.0,55.0,49.0,50.0,58.0,74.0,78.0,65.0,63.0,77.0,96.0,95.0,89.0,91.0,94.0,92.0,87.0,89.0,94.0,97.0,94.0,87.0,85.0,82.0,79.0,71.0
394521,70,"Dayton, OH",Msa,OH,60.0,60.0,53.0,48.0,39.0,34.0,32.0,34.0,37.0,39.0,44.0,52.0,57.0,61.0,56.0,48.0,36.0,28.0,27.0,28.0,32.0,35.0,37.0,41.0,44.0,44.0,37.0,31.0,28.0,27.0,24.0,21.0
394843,71,"McAllen, TX",Msa,TX,91.0,88.0,97.0,106.0,100.0,92.0,84.0,92.0,101.0,98.0,91.0,84.0,105.0,110.0,115.0,107.0,118.0,119.0,121.0,117.0,125.0,122.0,123.0,122.0,125.0,120.0,106.0,103.0,104.0,103.0,103.0,100.0
394486,72,"Columbia, SC",Msa,SC,88.0,90.0,77.0,77.0,75.0,75.0,58.0,60.0,72.0,88.0,88.0,92.0,93.0,87.0,82.0,67.0,67.0,63.0,66.0,74.0,74.0,88.0,90.0,92.0,84.0,70.0,70.0,72.0,75.0,68.0,58.0,57.0
394648,73,"Greensboro, NC",Msa,NC,93.0,97.0,95.0,91.0,78.0,66.0,59.0,55.0,55.0,54.0,54.0,55.0,59.0,63.0,58.0,48.0,41.0,36.0,34.0,35.0,36.0,40.0,41.0,47.0,49.0,51.0,46.0,44.0,40.0,38.0,34.0,32.0
394304,74,"Akron, OH",Msa,OH,83.0,83.0,79.0,74.0,67.0,61.0,56.0,54.0,57.0,58.0,65.0,69.0,72.0,74.0,70.0,66.0,57.0,52.0,50.0,53.0,55.0,59.0,61.0,66.0,69.0,71.0,65.0,58.0,52.0,"","",""
